Temp,RAWCP(Data1),RAWCP(Data2),RAWCP(Data3),RAWCP(Data4),RAWCP(Data5),RAWCP(Data6),scan1(DATA1-DATA2),scan2,scan3
79.6298,-0.43694,-0.42664,-0.44938,-0.42915,-0.46878,-0.43301,-0.0103,-0.02023,-0.03577
79.83864,-0.43616,-0.42611,-0.44817,-0.42865,-0.46698,-0.43249,-0.01005,-0.01952,-0.03449
80.0467,-0.43536,-0.4256,-0.44695,-0.42815,-0.46522,-0.43194,-0.00976,-0.0188,-0.03328
80.25637,-0.4346,-0.4251,-0.44581,-0.42761,-0.46359,-0.43142,-0.0095,-0.0182,-0.03217
80.46526,-0.43387,-0.42457,-0.44473,-0.42707,-0.46207,-0.43078,-0.0093,-0.01766,-0.03129
80.67299,-0.43322,-0.42406,-0.44368,-0.42658,-0.46081,-0.43018,-0.00916,-0.0171,-0.03063
80.87928,-0.43244,-0.42338,-0.4427,-0.42594,-0.45977,-0.42971,-0.00906,-0.01676,-0.03006
81.08781,-0.43185,-0.42279,-0.44202,-0.42529,-0.45895,-0.42923,-0.00906,-0.01673,-0.02972
81.29209,-0.43138,-0.42231,-0.44155,-0.42477,-0.45864,-0.42871,-0.00907,-0.01678,-0.02993
81.49773,-0.43093,-0.4218,-0.44123,-0.42423,-0.45874,-0.4282,-0.00913,-0.017,-0.03054
81.70634,-0.43062,-0.42129,-0.44115,-0.42373,-0.45933,-0.42769,-0.00933,-0.01742,-0.03164
81.91789,-0.43041,-0.42074,-0.44131,-0.42324,-0.46035,-0.42721,-0.00967,-0.01807,-0.03314
82.12597,-0.43027,-0.42023,-0.44169,-0.42275,-0.4618,-0.42676,-0.01004,-0.01894,-0.03504
82.33327,-0.43021,-0.41975,-0.44231,-0.42229,-0.46361,-0.42633,-0.01046,-0.02002,-0.03728
82.5405,-0.43018,-0.41927,-0.44308,-0.42182,-0.46579,-0.42584,-0.01091,-0.02126,-0.03995
82.75048,-0.43021,-0.41881,-0.44403,-0.42134,-0.46827,-0.42534,-0.0114,-0.02269,-0.04293
82.96015,-0.4303,-0.41833,-0.44508,-0.42087,-0.47097,-0.42487,-0.01197,-0.02421,-0.0461
83.16882,-0.43037,-0.41783,-0.44622,-0.42037,-0.47375,-0.42436,-0.01254,-0.02585,-0.04939
83.37724,-0.43046,-0.41736,-0.44739,-0.41987,-0.47655,-0.42385,-0.0131,-0.02752,-0.0527
83.58859,-0.43055,-0.41683,-0.44851,-0.41937,-0.47927,-0.42335,-0.01372,-0.02914,-0.05592
83.79357,-0.43052,-0.41633,-0.4496,-0.4189,-0.48183,-0.42286,-0.01419,-0.0307,-0.05897
84.00122,-0.43049,-0.41583,-0.45059,-0.41844,-0.48417,-0.42237,-0.01466,-0.03215,-0.0618
84.21013,-0.43044,-0.41532,-0.45138,-0.41794,-0.48617,-0.42191,-0.01512,-0.03344,-0.06426
84.42028,-0.43026,-0.41481,-0.45203,-0.41742,-0.48776,-0.4214,-0.01545,-0.03461,-0.06636
84.62897,-0.43004,-0.41433,-0.45248,-0.41694,-0.48901,-0.42094,-0.01571,-0.03554,-0.06807
84.83822,-0.42975,-0.41385,-0.45277,-0.41644,-0.48992,-0.42047,-0.0159,-0.03633,-0.06945
85.04565,-0.42937,-0.41335,-0.45286,-0.4159,-0.49045,-0.41994,-0.01602,-0.03696,-0.07051
85.25093,-0.42891,-0.41286,-0.45276,-0.41536,-0.49066,-0.41938,-0.01605,-0.0374,-0.07128
85.45597,-0.42841,-0.41236,-0.45246,-0.4148,-0.49057,-0.41884,-0.01605,-0.03766,-0.07173
85.66381,-0.42788,-0.41184,-0.4521,-0.41427,-0.4903,-0.41828,-0.01604,-0.03783,-0.07202
85.87452,-0.42736,-0.41132,-0.45165,-0.41374,-0.48985,-0.41775,-0.01604,-0.03791,-0.0721
86.08376,-0.4268,-0.41078,-0.45112,-0.41319,-0.48929,-0.41723,-0.01602,-0.03793,-0.07206
86.29319,-0.42623,-0.41025,-0.45054,-0.41269,-0.48856,-0.41672,-0.01598,-0.03785,-0.07184
86.50208,-0.42564,-0.40973,-0.44991,-0.41214,-0.48781,-0.41619,-0.01591,-0.03777,-0.07162
86.70837,-0.42503,-0.40919,-0.44924,-0.4116,-0.48701,-0.41564,-0.01584,-0.03764,-0.07137
86.91472,-0.42445,-0.40862,-0.44857,-0.41103,-0.48614,-0.41511,-0.01583,-0.03754,-0.07103
87.12363,-0.42384,-0.40806,-0.44791,-0.4105,-0.48526,-0.41463,-0.01578,-0.03741,-0.07063
87.3319,-0.42321,-0.40755,-0.44724,-0.40999,-0.48439,-0.41417,-0.01566,-0.03725,-0.07022
87.54173,-0.4226,-0.40707,-0.44658,-0.40949,-0.48354,-0.4137,-0.01553,-0.03709,-0.06984
87.75025,-0.42204,-0.40654,-0.44591,-0.40899,-0.4827,-0.41323,-0.0155,-0.03692,-0.06947
87.9569,-0.42146,-0.40604,-0.44523,-0.40845,-0.48181,-0.41271,-0.01542,-0.03678,-0.0691
88.16514,-0.42092,-0.40552,-0.44458,-0.40792,-0.48094,-0.41219,-0.0154,-0.03666,-0.06875
88.37398,-0.42027,-0.40498,-0.44387,-0.40733,-0.47997,-0.41161,-0.01529,-0.03654,-0.06836
88.58225,-0.41962,-0.40445,-0.44315,-0.40679,-0.47906,-0.4111,-0.01517,-0.03636,-0.06796
88.79275,-0.41902,-0.4039,-0.4424,-0.40629,-0.47812,-0.4106,-0.01512,-0.03611,-0.06752
89.00055,-0.41841,-0.40336,-0.44167,-0.40577,-0.47718,-0.41007,-0.01505,-0.0359,-0.06711
89.2072,-0.41781,-0.40288,-0.441,-0.40525,-0.47624,-0.40957,-0.01493,-0.03575,-0.06667
89.41147,-0.4172,-0.40234,-0.44026,-0.40471,-0.47526,-0.40901,-0.01486,-0.03555,-0.06625
89.62032,-0.4166,-0.40183,-0.43958,-0.40417,-0.47431,-0.4085,-0.01477,-0.03541,-0.06581
89.83166,-0.41606,-0.40126,-0.43887,-0.40363,-0.47335,-0.40798,-0.0148,-0.03524,-0.06537
90.03993,-0.41548,-0.40072,-0.43816,-0.40307,-0.47232,-0.40745,-0.01476,-0.03509,-0.06487
90.24845,-0.41485,-0.40019,-0.43745,-0.40251,-0.47132,-0.4069,-0.01466,-0.03494,-0.06442
90.45588,-0.4142,-0.39962,-0.43668,-0.40195,-0.4703,-0.40633,-0.01458,-0.03473,-0.06397
90.66267,-0.41355,-0.39912,-0.43592,-0.40139,-0.46936,-0.4058,-0.01443,-0.03453,-0.06356
90.8704,-0.41292,-0.39858,-0.43516,-0.40086,-0.46843,-0.40527,-0.01434,-0.0343,-0.06316
91.08005,-0.41228,-0.39806,-0.4344,-0.40029,-0.46746,-0.40472,-0.01422,-0.03411,-0.06274
91.29155,-0.41165,-0.39749,-0.43364,-0.39972,-0.46646,-0.40416,-0.01416,-0.03392,-0.0623
91.49959,-0.41101,-0.39691,-0.43286,-0.39916,-0.46545,-0.4036,-0.0141,-0.0337,-0.06185
91.70658,-0.41036,-0.39639,-0.43213,-0.39862,-0.46443,-0.40301,-0.01397,-0.03351,-0.06142
91.91425,-0.40975,-0.39582,-0.43136,-0.39808,-0.46345,-0.40248,-0.01393,-0.03328,-0.06097
92.12265,-0.40909,-0.39529,-0.43066,-0.39752,-0.46242,-0.40196,-0.0138,-0.03314,-0.06046
92.33051,-0.40847,-0.39476,-0.42985,-0.397,-0.46142,-0.40146,-0.01371,-0.03285,-0.05996
92.53842,-0.40789,-0.39425,-0.42912,-0.39648,-0.4605,-0.40091,-0.01364,-0.03264,-0.05959
92.74775,-0.4073,-0.39377,-0.42842,-0.39601,-0.45961,-0.40046,-0.01353,-0.03241,-0.05915
92.95709,-0.40675,-0.39326,-0.42771,-0.39549,-0.45866,-0.39998,-0.01349,-0.03222,-0.05868
93.16,-0.40619,-0.39281,-0.42703,-0.39498,-0.45777,-0.39951,-0.01338,-0.03205,-0.05826
93.36346,-0.40556,-0.39226,-0.42629,-0.39449,-0.45682,-0.39897,-0.0133,-0.0318,-0.05785
93.5717,-0.40495,-0.39176,-0.4256,-0.39402,-0.45589,-0.39847,-0.01319,-0.03158,-0.05742
93.78064,-0.40442,-0.39128,-0.42487,-0.39355,-0.455,-0.39801,-0.01314,-0.03132,-0.05699
93.98789,-0.40385,-0.39082,-0.42422,-0.39304,-0.45412,-0.39754,-0.01303,-0.03118,-0.05658
94.19671,-0.40336,-0.39036,-0.42354,-0.39255,-0.45328,-0.39714,-0.013,-0.03099,-0.05614
94.40445,-0.40279,-0.38993,-0.4229,-0.39205,-0.45237,-0.39667,-0.01286,-0.03085,-0.0557
94.61195,-0.40224,-0.38944,-0.42225,-0.39154,-0.45148,-0.39622,-0.0128,-0.03071,-0.05526
94.82289,-0.40162,-0.38897,-0.42158,-0.39101,-0.45052,-0.39568,-0.01265,-0.03057,-0.05484
95.03312,-0.40108,-0.38845,-0.4209,-0.39054,-0.44967,-0.39528,-0.01263,-0.03036,-0.05439
95.24118,-0.40049,-0.38798,-0.42027,-0.38998,-0.4488,-0.39483,-0.01251,-0.03029,-0.05397
95.44906,-0.39996,-0.38748,-0.41964,-0.38951,-0.44798,-0.39436,-0.01248,-0.03013,-0.05362
95.6579,-0.3994,-0.38706,-0.41897,-0.38903,-0.44713,-0.39388,-0.01234,-0.02994,-0.05325
95.86551,-0.39884,-0.38661,-0.41836,-0.3886,-0.44634,-0.39344,-0.01223,-0.02976,-0.0529
96.07353,-0.39828,-0.38609,-0.41763,-0.38807,-0.44548,-0.39296,-0.01219,-0.02956,-0.05252
96.28226,-0.3977,-0.3856,-0.41696,-0.38757,-0.4446,-0.39245,-0.0121,-0.02939,-0.05215
96.48867,-0.39715,-0.38509,-0.41624,-0.38705,-0.44374,-0.39195,-0.01206,-0.02919,-0.05179
96.69709,-0.39663,-0.38464,-0.41564,-0.38668,-0.44298,-0.39151,-0.01199,-0.02896,-0.05147
96.90526,-0.39612,-0.38419,-0.415,-0.38627,-0.44219,-0.39105,-0.01193,-0.02873,-0.05114
97.11204,-0.3956,-0.38378,-0.41444,-0.3859,-0.44142,-0.39065,-0.01182,-0.02854,-0.05077
97.31561,-0.3951,-0.38333,-0.4138,-0.3855,-0.44068,-0.39024,-0.01177,-0.0283,-0.05044
97.52499,-0.39465,-0.38296,-0.41322,-0.38513,-0.43994,-0.38987,-0.01169,-0.02809,-0.05007
97.73371,-0.3941,-0.38252,-0.41261,-0.38467,-0.43912,-0.38937,-0.01158,-0.02794,-0.04975
97.94144,-0.39363,-0.38211,-0.41198,-0.38431,-0.43837,-0.38893,-0.01152,-0.02767,-0.04944
98.14937,-0.39313,-0.38172,-0.41136,-0.38392,-0.43757,-0.38847,-0.01141,-0.02744,-0.0491
98.3577,-0.39265,-0.38132,-0.41073,-0.38356,-0.43686,-0.3881,-0.01133,-0.02717,-0.04876
98.56648,-0.39215,-0.38091,-0.41014,-0.38321,-0.43612,-0.38772,-0.01124,-0.02693,-0.0484
98.77449,-0.39176,-0.38055,-0.40958,-0.38294,-0.43547,-0.38747,-0.01121,-0.02664,-0.048
98.98382,-0.39135,-0.3803,-0.40913,-0.38264,-0.43483,-0.38715,-0.01105,-0.02649,-0.04768
99.19332,-0.39095,-0.37999,-0.40862,-0.38236,-0.43419,-0.38683,-0.01096,-0.02626,-0.04736
99.40244,-0.39049,-0.37968,-0.40808,-0.382,-0.43346,-0.38646,-0.01081,-0.02608,-0.047
99.60998,-0.39005,-0.3793,-0.4075,-0.3817,-0.43276,-0.38611,-0.01075,-0.0258,-0.04665
